sentence,label,clean_text,sentiment
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,2,nokia pct eur kicking morning negative territory,Positive
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",2,return investment compared negative,Positive
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,2,district court helsinki dismissed charge court first instance,Positive
"Thus the method will cut working costs , and will fasten the planning and building processes .",2,thus method cut working cost fasten planning building process,Positive
"By cutting the number of plants , the group will trim fixed costs .",2,cutting number plant group trim fixed cost,Positive
Results are expected late in 2006 .,1,result expected late,Neutral
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1,copying republication redistribution afx news content including framing similar mean expressly prohibited without prior written consent afx news,Neutral
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",1,company reported profit euro mln sale varesvuo partner sub group loss euro caused sale program production subsidiary oy filmiteollisuus fine ab,Neutral
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",0,far norwegian norske skog reduced staff level people plan reduce production ton finnish swedish stora enso cut staff people production ton,Negative
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,1,extracted filtrate high clarity dried filter cake meet required transport moisture limit tmls ore grade,Neutral
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,0,march finnish electronics contract manufacturer scanfil oyj hel scf v said today plan merge wholly owned scanfil em group ojala yhtyma oy hit snag shareholder domestic rival rejected deal,Negative
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",1,part new strategy finnish biohit planning incorporate diagnostics business separate limited company,Neutral
Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business .,1,finnish benefon denies claim made press company giving mobile handset business,Neutral
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",1,split number k share number share,Neutral
All reproduction for further distribution is prohibited .,1,reproduction distribution prohibited,Neutral
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,1,consequence work council withdrawn petition suspend reorganisation,Neutral
During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,1,negotiation reduction person taken place natural redundancy termination fixed term contract,Neutral
Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,0,elisa ceo sami seppanen said emt slogan best coverage across estonia clearly give misleading information consumer,Negative
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",1,established srv group private finnish construction concern operation finland baltic country russia,Neutral
"In this case , the effect would be negative in Finland .",0,case effect would negative finland,Negative
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",1,initial estimated total value contract euro excluding vat,Neutral
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",1,would premature talk date volume investment procedure said,Neutral
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",1,mr clausen however refused comment option nordea would consider buying citadele bank,Neutral
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,1,nokia capcom announced resident evil degeneration released n gage later year,Neutral
Nokia will certainly disagree with Qualcomm 's views on the patent situation .,0,nokia certainly disagree qualcomm view patent situation,Negative
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,1,olli pekka kallasvuo elected vice chairman board,Neutral
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,1,olli pekka laine appointed chairman erkki pehu lehtonen vice chairman board,Neutral
"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",0,outokumpu steel mill tornio finland suspected source,Negative
Possible personnel reductions concern approximately 104 people .,0,possible personnel reduction concern approximately people,Negative
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,1,risk exposure non life insurance moving month expense function non life insurance excluding expense investment management expense service rendered non life insurance investment portfolio allocation,Neutral
"Secure your files online Like filling out a tax return , making a backup is boring .",1,secure file online like filling tax return making backup boring,Neutral
"That 's what I go to bed worrying about every night , ' he said .",0,go bed worrying every night said,Negative
"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",1,challenge company however finding new source raw material said risto rinne ceo neste oil,Neutral
The company initially estimated that it would cut up to 30 jobs .,0,company initially estimated would cut job,Negative
"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",1,company try adapt operation temporary lay offs different duration working hour arrangement training development effort,Neutral
"The effect may remain short-lived , however .",1,effect may remain short lived however,Neutral
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,1,ipad application join iphone app part monster range mobile application job hunting,Neutral
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,1,issue came connection discussion local municipality concerning sale water industrial facility,Neutral
The number of bodily injury cases quadrupled in 2000-2006 .,0,number bodily injury case quadrupled,Negative
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",1,purchase price paid cash upon closure transaction scheduled april,Neutral
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",1,size extension already let gross area sq sq ft,Neutral
The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,1,symbian foundation plan revise procedure testing signing software digitally signing trojan symbian mobile phone operating system mistake,Neutral
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,1,term condition stock option scheme available company internet page www sanoma com,Neutral
"The third applicant , Fortum , was dropped .",1,third applicant fortum dropped,Neutral
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",1,tieto service also used send process receive material related absentee voting,Neutral
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",1,trading code eli v number share price share gratuitous transfer elisa hold total share,Neutral
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",1,wife looking forward getting paycheck quipped recently six knot current swirled around anchored heavily sponsored jet sled,Neutral
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",1,high figure european scale noop said recalling however also includes beer bought finnish tourist,Neutral
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",1,tweeple check following cautious clicking url tinyurls,Neutral
`` We have the most expensive water brand in Finland at the moment . '',1,expensive water brand finland moment,Neutral
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,1,september finnish electrical component maker salcomp oyj hel sal v announced today launch latest twist charger platform,Neutral
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",1,total stock option issued stock option scheme,Neutral
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",1,worm set activate friday corrupt document using common file type including,Neutral
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",0,according swedish authority trace toxic osmium tetroxide found coast per meri northernmost part gulf bothnia,Negative
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,0,finnish airline finnair starting temporary layoff cabin crew february,Negative
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,1,finnish energy company fortum set new stricter target limit short term carbon dioxide emission heat electricity production,Neutral
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",0,finnish food worker union sel plan hasten collective bargaining two day strike would begin april finland,Negative
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,1,finnish honkarakenne specialises building log house planning use pine russian karelia,Neutral
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",1,finnish konecranes trying acquire italian fantuzzi manufacturer gantry crane reach stacker,Neutral
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,0,finnish real kyro mill starting negotiation cut staff,Negative
Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,1,finnish nordic aluminium starting employer employee negotiation finland concern staff group,Neutral
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,1,finnish publishing printing group ilkka yhtym introduced staff smoking ban beginning company three newspaper,Neutral
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,1,finnish stockmann group mail order unit hobby hall launched trial marketing campaign russia,Neutral
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",0,finnish suominen flexible packaging cutting job unit tampere two nastola finland,Negative
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",0,finland medium group talentum start personnel negotiation cut staff parent company talentum publishing unit talentum medium,Negative
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",0,according laavainen raisio food marketing used reactive inconsistent,Negative
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",1,according prosecutor share transaction carried hk ruokatalo proceeded negotiation concerning acquisition swedish meat,Neutral
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",1,according tiimari consumer advised cut away rabbit bow tie contains formadehyde dispose,Neutral
All other charges were dismissed .,1,charge dismissed,Neutral
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1,alpina sport lebanon new hampshire usa based distributor e g alpina ski shoe ski exel ski pole start ski wax also peltonen cross country ski,Neutral
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,1,among biggest christmas seller satin bow shift dress styled outfit worn victoria beckham paris hilton prom dress,Neutral
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",1,among scandinavian company present st petersburg also named swedish concern ncc implement project field asphalt production road housing construction project swedish krona,Neutral
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,1,international conference call audio webcast concerning financial result january march begin eet,Neutral
Another problem is cola-flavoured long drinks .,1,another problem cola flavoured long drink,Neutral
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,1,antniemi refuted report finnish daily turun sanomat company reorganizing operation baltic country,Neutral
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",0,antti orkola president kemira growhow industrial solution unit told thomson financial news company put opening mine price phosphate quite depressed long time,Negative
Applying for summer work is seen as laborious and stressful .,0,applying summer work seen laborious stressful,Negative
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,0,arcelormittal chief executive officer lakshmi mittal already cut output furnace,Negative
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",1,part plan board director decided transfer maximum share held company share issue payment directed aspo management oy holding company acquired management,Neutral
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",0,result people made redundant total person laid temporarily,Negative
"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",1,result started negotiation bank provisional amendment concerning covenant credit term,Neutral
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,0,result negotiation company decided make people redundant financial production ground,Negative
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",0,production product continue normally temporary lay offs concern simultaneously employee,Negative
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,1,atrium said offer would give swedish company continued ownership control slaughtering cutting operation,Neutral
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",1,aug curbed delivered newstex latest racked covering shopping retail sidewalk,Neutral
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,1,bertrand sciard vice chairman board director aldata solution since april,Neutral
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,1,bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse,Neutral
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,0,chief executive officer olli pekka kallasvuo change tuesday mark third time nine month company reshuffled executive operation nokia loses ground apple iphone rim blackberry,Negative
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",0,cut equivalent cost employee target company said,Negative
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,0,eb announced stock exchange release november th j bergqvist resigned chairmanship membership board eb,Negative
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",1,finland based international machinery rental company ramirent plc omx helsinki rmr v said friday may president ceo kari kallio informed board intention retire year,Neutral
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,1,finnish electrical component maker salcomp oyj hel sal v announced today launch latest twist charger platform,Neutral
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",0,finnish soapstone processing fireplace maker tulikivi oyj said february would cut le job fireplace sale organization production facility subsidiary kermansavi oy,Negative
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",0,finnish suominen flexible packaging ltd owned local textile company suominen corporation group hel suy v said today would start employee negotiation concerning entire personnel finland,Negative
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",0,finnish vaahto group provides paper making technology process machinery starting negotiation concerning temporary lay offs employee company plant hollola tampere finland,Negative
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",1,fortum looking invest several new production unit including new waste fired unit brista combined heat power chp plant biofuels based production unit vartan chp plant,Neutral
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,1,get midnighttrader realtime report delayed,Neutral
Global life science industry is strictly regulated by international and national authorities .,1,global life science industry strictly regulated international national authority,Neutral
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,0,said losing five family month economy many make alternative arrangement save money,Negative
His resignation will take effect immediately .,1,resignation take effect immediately,Neutral
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",1,huhtamaki rigid plastic consumer good operation mainly europe separated new reporting segment january,Neutral
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",0,addition production varpaisj rvi factory stopped beginning april,Negative
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,0,addition production personnel sport division given temporary lay warning,Negative
"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",1,december amer announced dismissal ceo roger talermo headed company since,Neutral
"In Europe , the paper industry 's situation is paradoxical .",1,europe paper industry situation paradoxical,Neutral
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",1,parallel teliasonera decided conduct compulsory acquisition,Neutral
"In Sweden , there is an oversupply of pharmacies .",0,sweden oversupply pharmacy,Negative
Incap Furniture is presently negotiating staff cuts .,0,incap furniture presently negotiating staff cut,Negative
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",0,initially company said maximum people would made redundant parent company subsidiary,Negative
It is a disappointment to see the plan folded .,0,disappointment see plan folded,Negative
It is the most awkward thing to use if you 're holding the phone with one hand .,0,awkward thing use holding phone one hand,Negative
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",0,jul police looking man say terrorized three male gunpoint east maple avenue afternoon shooting one kidnapping another,Negative
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",1,jussi pesonen member sampo board since renounce seat sampo board,Neutral
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,1,kesko previously published stock exchange release concerning deal february,Neutral
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,0,korhonen dismissed post editor chief group newspaper lapin kansa december,Negative
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",0,last year upm cut production closed mill finland slashed job,Negative
Less than ten people will face pension agreements .,1,le ten people face pension agreement,Neutral
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",0,adp news jan finnish industrial machinery company vaahto group ltd oyj hel wat said today subsidiary vaahto ltd would cut job finland,Negative
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",0,adpnews dec finnish cutlery hand tool maker fiskars oyj abp hel fisa said today make redundant total office management staff member subsidiary iittala group ltd,Negative
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",1,adpnews dec finnish investment group neomarkka oyj hel nembv said today furlough employee unit reka cable ltd le day starting january,Neutral
Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,1,managing director timo kohtam ki lemmink inen infra nevertheless point continued need infrastructure construction baltic market,Neutral
"More than 14,000 customers were left powerless .",0,customer left powerless,Negative
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,1,mr kari stadigh carry chairman board mr matti arteva vice chairman,Neutral
M-real will start statutory employer-employee negotiations at the +ä+ñnekoski board mill that concern about 130 people .,1,real start statutory employer employee negotiation nekoski board mill concern people,Neutral
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",1,neste oil refinery combined crude oil refining capacity approximately barrel day,Neutral
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1,new chairman board director mr chaim katzman give presentation answer question,Neutral
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,1,nokia inaugurated manufacturing plant near chennai mar,Neutral
Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,1,nokia requesting company stop making selling mobile phone pay monetary damage cost,Neutral
"On 20 March 2006 , Stora Enso refused to comment the news in any way .",1,march stora enso refused comment news way,Neutral
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,1,panostaja oyj board also decided organisational meeting held upon completion agm implement agm decision concerning board member fee paid share way share transferred quarterly basis date following publication quarterly annual report,Neutral
Rapala Fishing Frenzy 2009 .,1,rapala fishing frenzy,Neutral
Residents access to the block is planned to be from Aleksandri Street .,1,resident access block planned aleksandri street,Neutral
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",1,russian medium venture minority shareholder peter hervy denied plan sell ovum press daily said,Neutral
"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",1,russian official inspected damage gave vessel permission continue tallinn around norwegian registered sten nordic carrying ton gas oil manned filipino crew,Neutral
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,1,sanoma announced stock option scheme december,Neutral
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,0,scanfil execute temporary lay offs mid october job cut march,Negative
"shock phase ' , consumers have once again started to plan and implement building projects .",1,shock phase consumer started plan implement building project,Neutral
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,1,short term license game cost little purchasing game outright cost much,Neutral
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",1,mr galvan made saving adjustment buying le liquor watching portion size,Neutral
"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",1,people worker retiring raahe work,Neutral
SWOT analysis is just one method of categorization and has its own weaknesses .,1,swot analysis one method categorization weakness,Neutral
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,1,adjustment concern staff specialty paper fiber composite segment,Neutral
The appointments will be in force until the new CEO has been appointed .,1,appointment force new ceo appointed,Neutral
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1,authorisation force end next annual general meeting repeal authorisation acquire share given general meeting held april,Neutral
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,1,authorization force period month resolution general meeting,Neutral
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",1,business gross written premium eur net combined ratio staff total office uk germany benelux,Neutral
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",1,chilled meat product category led meat fish poultry market finland accounting share,Neutral
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",1,company split two part coming month essent owning operating production supply enexis owning operating grid,Neutral
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",1,company continuous need alloy nickel ferro chrome molybdenum manganese production said talvivaara,Neutral
The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,1,company reportedly searching replacement ceo olli pekka kallasvuo,Neutral
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",0,company plan close two three line plant job threat,Negative
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",1,contract also includes cutting edging wagon part ruukki steel service centre seinajoki raahe southwestern finland delivered vr welding assembly,Neutral
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1,copying republication redistribution afx news content inculding framing similar mean expressly prohibited without prior written consent afx news,Neutral
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",1,cosmetic collection includes eye shadow face powder lip gloss mascara accessory,Neutral
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",1,e smartphone available r per handset across india nokia india vice president managing director shivakumar told reporter,Neutral
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",1,employer employee talk concerned people whole staff finland,Neutral
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,1,exercise originated finland early training method cross country skier,Neutral
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1,first phase logistics complex envisages completion sq logistics premise gatehouse building november,Neutral
"The gross area of eight houses will be 12,167 m2 .",1,gross area eight house,Neutral
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",1,gross area innova project sq sq ft,Neutral
The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,1,incident happened p avenue road,Neutral
"The interim report for the first quarter is published on May 8 , 2009 .",1,interim report first quarter published may,Neutral
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",0,largest restructuring planned italy negotiation job cut initiated today company noted,Negative
The layoff talks were first announced in August .,1,layoff talk first announced august,Neutral
The machines will cease production by the end of February 2007 .,1,machine cease production end february,Neutral
The measures result from weak demand in the shipbuilding industry .,0,measure result weak demand shipbuilding industry,Negative
"The mill 's raw material need will increase by 100,000 m3 of wood .",1,mill raw material need increase wood,Neutral
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",1,negotiation concern personnel cencorp corporation singulase oy whole finland sweden company said,Neutral
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,1,negotiation concern plant department producing winded roving employ people,Neutral
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",1,new apartment block going close city center explained chairman board yit ehitus priit sauk,Neutral
"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",1,plant fired combination spruce bark chipped logging residue milled peat,Neutral
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,0,production liquidated june employee loose job,Negative
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",1,project x mw coal fired power plant located km south hanoi company said,Neutral
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",0,prosecutor also demanding outokumpu pay fine eur,Negative
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",0,pulp production finnish kemij rvi also liquidated employee loose job,Negative
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",1,redesigned crushing circuit operation since start september overall production rate weekly basis excess average tonne day,Neutral
The resignation will be in effect immediately .,1,resignation effect immediately,Neutral
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",1,scheme teliasonera altimo practically identical except involves merger stake vimpelcom kyivstar,Neutral
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,1,share subscription period c option commence september expire march,Neutral
The share subscription period will expire on 30 September 2007 .,1,share subscription period expire september,Neutral
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,1,subscription period amer sport warrant scheme end december,Neutral
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,1,term condition stock option scheme available group website,Neutral
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,1,transaction included also transfer lease agreement concerning manufacturing premise employment agreement related operation,Neutral
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1,utility also provide service related electricity management hedging trade risk management reporting,Neutral
They are also upset that some of the machinery and work is taken over to Poland .,0,also upset machinery work taken poland,Negative
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,0,cover forest industry unit employee finland concern temporary permanent lay offs,Negative
This is bad news for the barbeque season .,0,bad news barbeque season,Negative
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,1,due postponement decision making project negotiation phase earlier estimation,Neutral
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",0,tornio work employ scope fixed period part time temporary layoff april october period,Negative
"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .",1,adjusting present situation cutting capacity cost without however jeopardising asia strategy longer term,Neutral
"When cruising , the revs fall as less engine output is required .",1,cruising rev fall le engine output required,Neutral
