text,true_label,pred_label
september finnish electrical component maker salcomp oyj hel sal v announced today launch latest twist charger platform,1,1
fortum looking invest several new production unit including new waste fired unit brista combined heat power chp plant biofuels based production unit vartan chp plant,1,1
month ago teva vice chairman phillip frost marathon venture capital fund tase mara sold protalix share,1,1
finnish raisio diagnostics launching new dna based quick test ensure safety food,2,1
north rhine westphalia issue benchmark year fixed rate deal euro,1,1
sale risen export market,2,1
say categorically wahlroos quoted saying paper asked sampo interest making bid rsa,1,1
technopolis finnish operation oulu vantaa espoo lappeenranta jyvaskyla tampere also preparing expand operation russia,1,1
kai tulonen chief technology officer sysopen digia say mobility business suite represents significant milestone company offering telecommunication industry,2,2
total floor area plant expansion square metre,1,1
complete name shareholder otto henrik bernhard nyberg information amount share transferred corresponds total number share aspo plc,1,1
liquid handling product include electronic mechanical pipette disposable tip well pipette maintenance calibration service research institution healthcare industrial laboratory,1,1
dismissed staff member take matter court unless settled outside,0,0
january finnish solution provider affecto oyj hel afe v said today eur usd contract state owned lithuanian social insurance institution sodra,2,0
name applicant jot automation oyname inventor mammila tuomo piirainen mika kellokoski mikaapplication kolnp adate filing application publication date,1,1
also said third quarter diluted eps came eur compared eur quarter year ago,2,2
forecast,1,1
period end cash cash equivalent totaled eur compared eur previous year,0,2
finnish scanfil contract manufacturer system supplier communication industrial electronics report net sale eur mn first half eur mn year earlier,0,0
operating profit totaled eur mn eur mn,2,0
device offer multimedia performance along host productivity application including live stock price,1,1
connection deal digia employ person nokia oslo silicon valley usa,1,1
according barclays f secure software protect user hacker virus spyware digital attack,1,1
singapore icis kemira indian water infrastructure firm ivrcl agreed form join venture includes new inorganic coagulant manufacturing facility andhra pradesh state india finnish water treatment chemical maker said tuesday,2,1
first nine month talvivaara net loss narrowed eur million eur million period,2,2
elcoteq expects net sale last quarter level third quarter,1,0
future plant focus production flange profile wind farm tower,1,1
net sale finnish sanoma learning literature finnish medium group sanoma decreased january june totalling eur mn eur mn corresponding period,0,0
customer include hotel restaurant well wholesaler retailer,1,1
poyry recognized one world leading advisor global forestry industry,2,2
nokia pct eur kicking morning negative territory,2,0
helsinki afx kci konecranes said order four hot metal ladle crane indian steel producer bhushan steel strip ltd,2,2
atrium also buy share kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse property itikka co operative,1,1
via move company aim annual saving eur million usd main part expected realized year,2,2
finnish plumbing heating system supplier uponor temporarily laying whole workforce finland two week mid july,0,1
net sale increased eur april june eur year earlier,2,2
commission found evidence several meeting discus cartel including one brussels restaurant november company discussed price increase,1,2
passenger related revenue rose eur mn eur mn,2,2
lemminkainen group headquartered helsinki finland operates sector construction industry civil engineering building contracting technical building service building material industry,1,1
finnish plumbing heating system supplier uponor announced company wide cost reduction program august,1,1
basware order matching automatically match purchase invoice approved purchase order,1,1
member management team contribute adjustment measure temporary salary cut,2,0
financial report published friday seb said net profit soared sek bn year earlier sek bn proposed dividend increase sek per share,2,2
overall percent respondent confident security banking online,2,1
european central bank ecb anticipated raise benchmark interest rate second half earliest,1,1
vaahto pulp paper finnish vaahto group awarded order renovate finnish swedish forest industry company stora enso paperboard machine ingerois board mill finland,2,2
share held company group company number outstanding share voting right attached share thus amount,1,1
contract consists new building area sq renovation existing building,1,1
pharmaceutical czech republic brand new market analysis give clear overview actual situation future outlook pharmaceutical market czech republic,1,1
capman first real estate fund total investment capacity euro million closed june invested commercial property helsinki metropolitan area,1,1
operating profit totaled eur mn net sale,1,1
profit tax decreased eur mn eur mn year,0,0
among finnish share traded u stora enso closed pct lower eur upm kymmene pct eur metso pct eur,1,0
decision sale issued existing treasury share ya global made yet,1,1
crane would installed onboard two freighter ordered singaporean ship owner masterbulk,1,1
upm said move lower net profit x ac million u million second quarter mainly due impairment charge,0,0
biohit said reduce number leased personnel lay personnel,0,0
aim increase sale least one fifth,2,2
tecnomen headquartered espoo finland develops messaging charging solution telecomms operator service provider worldwide,1,1
quarterly diluted eps continuing operation came eur compared last year eur,2,2
finnish industrial group ruukki group plc omx helsinki rug v said friday november furniture business segment incap furniture concluded personnel negotiation started end september,1,1
bavaria industriekapital ag revenue eur million ebitda eur million,1,1
plant expected enter commercial operation mid,1,1
acquisition wireless modem unit approximately employee transferred renesas electronics corporation,1,1
sanoma corporation want new better frequency helsinki metropolitan area,1,1
moment valio worried ban continues long may become quite problem,0,1
kershaw take position immediate effect previous role marketing manager sankey home garden product,1,1
helsinki afx outokumpu technology said signed mln eur agreement mongolia erdenet mining corporation engineering first hydrocopper plant built erdenet mine site,2,2
february finnish broadband data communication system provider teleste oyj hel tlt v said yesterday net profit rocketed eur eur lifted dividend proposal,2,2
fish content nugget fish come canada finland,1,1
z bavelloni long standing md dino bavelloni retired end,1,1
production liquidated june employee loose job,0,0
poyry plc additional information martin kuzaj president industry business group finland tel sanna paivaniemi director investor relation poyry plc finland tel poyry global consulting engineering company dedicated balanced sustainability,1,1
impact tietoenator net sale purchase expected mln euro mln,1,1
c cabot main consumer czech slovak market tire producer barum continental matador continental,1,1
previously eb delivered custom solution lg electronics making commercially available mobile terminal vendor well wireless operator,2,1
value kind order amount usually euro million,1,1
swedish maritime administration closed furusund channel viking line normally charter en route stockholm,1,1
part reduction made retirement arrangement,1,1
company operates power plant tyumen chelyabinsk region khanty mansi autonomous district,1,1
increase net sale due acquisition swedish silva produce garden tool boat,2,2
last year upm cut production closed mill finland slashed job,0,0
space blond wood floor unlike rest store notably scandinavian vibe,1,1
total investment expected amount eur,1,1
expanded company continue called newpage,1,1
worm set activate friday corrupt document using common file type including,1,1
equipment manufactured vaahto workshop hollola finland scheduled shipment first quarter,1,1
operating profit totaled eur mn compared eur mn corresponding period,2,0
